YearBuilt,SqFootageFinishedLiving,ADDRESS,ASSESSMENT,LOTSQFT.x
1966,615,1800 JEFFERSON PARK AVE 43,135100,0
1966,564,1800 JEFFERSON PARK AVE 44,101900,0
1966,768,1800 JEFFERSON PARK AVE 45,169000,0
1966,854,1800 JEFFERSON PARK AVE 46,156500,0
1966,615,1800 JEFFERSON PARK AVE 47,101000,0
1966,564,1800 JEFFERSON PARK AVE 48,130600,0
1966,777,1800 JEFFERSON PARK AVE 49,149000,0
1966,564,1800 JEFFERSON PARK AVE 5,130600,0
1966,826,1800 JEFFERSON PARK AVE 50,150400,0
1966,826,1800 JEFFERSON PARK AVE 51,150400,0
1966,771,1800 JEFFERSON PARK AVE 52,107500,0
1966,777,1800 JEFFERSON PARK AVE 53,114500,0
1966,854,1800 JEFFERSON PARK AVE 54,156500,0
1966,854,1800 JEFFERSON PARK AVE 55,158500,0
1966,771,1800 JEFFERSON PARK AVE 56,114400,0
1966,777,1800 JEFFERSON PARK AVE 57,156500,0
1966,854,1800 JEFFERSON PARK AVE 58,156500,0
1966,854,1800 JEFFERSON PARK AVE 59,156500,0
1966,615,1800 JEFFERSON PARK AVE 6,135100,0
1966,771,1800 JEFFERSON PARK AVE 60,156500,0
1966,564,1800 JEFFERSON PARK AVE 61,101900,0
1966,615,1800 JEFFERSON PARK AVE 62,115000,0
1966,854,1800 JEFFERSON PARK AVE 63,152900,0
1966,771,1800 JEFFERSON PARK AVE 64,148500,0
1966,564,1800 JEFFERSON PARK AVE 65,130600,0
1966,615,1800 JEFFERSON PARK AVE 66,135000,0
1966,854,1800 JEFFERSON PARK AVE 67,156500,0
1966,771,1800 JEFFERSON PARK AVE 68,156500,0
1966,564,1800 JEFFERSON PARK AVE 69,130600,0
1966,854,1800 JEFFERSON PARK AVE 7,156500,0
1966,615,1800 JEFFERSON PARK AVE 70,135000,0
1966,854,1800 JEFFERSON PARK AVE 71,156500,0
1966,771,1800 JEFFERSON PARK AVE 72,156500,0
1966,771,1800 JEFFERSON PARK AVE A-8,156500,0
1966,564,1800 JEFFERSON PARK AVE A-9,130600,0
NA,NA,1800 JEFFERSON PARK AVE ,1400,0
1966,813,1800 JEFFERSON PARK AVE 107,124600,0
1966,813,1800 JEFFERSON PARK AVE 206,160700,0
1966,813,1800 JEFFERSON PARK AVE 207,160700,0
1966,830,1800 JEFFERSON PARK AVE 208,160700,0
1966,486,1800 JEFFERSON PARK AVE 209,110500,0
1966,542,1800 JEFFERSON PARK AVE 210,136700,0
1966,830,1800 JEFFERSON PARK AVE 211,160700,0
1966,813,1800 JEFFERSON PARK AVE 212,160700,0
1966,813,1800 JEFFERSON PARK AVE 301,160700,0
1966,825,1800 JEFFERSON PARK AVE 302,170200,0
1966,604,1800 JEFFERSON PARK AVE 303,135100,0
1966,830,1800 JEFFERSON PARK AVE 108,124600,0
1966,604,1800 JEFFERSON PARK AVE 304,135100,0
1966,826,1800 JEFFERSON PARK AVE 305,168400,0
1966,813,1800 JEFFERSON PARK AVE 306,160700,0
1966,805,1800 JEFFERSON PARK AVE 307,160700,0
1966,830,1800 JEFFERSON PARK AVE 308,160700,0
1966,486,1800 JEFFERSON PARK AVE 309,111300,0
1966,542,1800 JEFFERSON PARK AVE 310,135000,0
1966,830,1800 JEFFERSON PARK AVE 311,160700,0
1966,813,1800 JEFFERSON PARK AVE 312,160700,0
1966,813,1800 JEFFERSON PARK AVE 401,164000,0
1966,830,1800 JEFFERSON PARK AVE 111,162600,0
1966,825,1800 JEFFERSON PARK AVE 402,173600,0
1966,604,1800 JEFFERSON PARK AVE 403,135100,0
1966,604,1800 JEFFERSON PARK AVE 404,135100,0
1966,826,1800 JEFFERSON PARK AVE 405,173600,0
1966,813,1800 JEFFERSON PARK AVE 406,160100,0
1966,813,1800 JEFFERSON PARK AVE 407,165500,0
1966,830,1800 JEFFERSON PARK AVE 408,165700,0
1966,486,1800 JEFFERSON PARK AVE 409,112200,0
1966,542,1800 JEFFERSON PARK AVE 410,136700,0
1966,830,1800 JEFFERSON PARK AVE 411,165500,0
1966,813,1800 JEFFERSON PARK AVE 112,151300,0
1966,813,1800 JEFFERSON PARK AVE 412,165700,0
1966,813,1800 JEFFERSON PARK AVE 501,165700,0
1966,825,1800 JEFFERSON PARK AVE 502,173600,0
1966,604,1800 JEFFERSON PARK AVE 503,135100,0
1966,604,1800 JEFFERSON PARK AVE 504,135100,0
1966,826,1800 JEFFERSON PARK AVE 505,173600,0
1966,812,1800 JEFFERSON PARK AVE 506,154400,0
1966,813,1800 JEFFERSON PARK AVE 507,165500,0
1966,830,1800 JEFFERSON PARK AVE 508,175900,0
1966,486,1800 JEFFERSON PARK AVE 509,112200,0
1966,813,1800 JEFFERSON PARK AVE 201,160700,0
1966,542,1800 JEFFERSON PARK AVE 510,135100,0
1966,830,1800 JEFFERSON PARK AVE 511,165500,0
1966,813,1800 JEFFERSON PARK AVE 512,165700,0
1966,813,1800 JEFFERSON PARK AVE 601,168500,0
1966,825,1800 JEFFERSON PARK AVE 602,178900,0
1966,604,1800 JEFFERSON PARK AVE 603,140600,0
1966,604,1800 JEFFERSON PARK AVE 604,140600,0
1966,826,1800 JEFFERSON PARK AVE 605,175900,0
1966,813,1800 JEFFERSON PARK AVE 606,168400,0
1966,813,1800 JEFFERSON PARK AVE 607,162800,0
1966,840,1800 JEFFERSON PARK AVE 202,136600,0
1966,830,1800 JEFFERSON PARK AVE 608,168400,0
1966,486,1800 JEFFERSON PARK AVE 609,114400,0
1966,542,1800 JEFFERSON PARK AVE 610,140600,0
1966,830,1800 JEFFERSON PARK AVE 611,168400,0
1966,813,1800 JEFFERSON PARK AVE 612,168500,0
1966,812,1800 JEFFERSON PARK AVE 701,184900,0
1966,1012,1800 JEFFERSON PARK AVE 702,215500,0
1966,407,1800 JEFFERSON PARK AVE 703,99300,0
1966,407,1800 JEFFERSON PARK AVE 704,124800,0
1966,1013,1800 JEFFERSON PARK AVE 705,271000,0
1966,813,1800 JEFFERSON PARK AVE 706,173500,0
1966,813,1800 JEFFERSON PARK AVE 707,173500,0
1966,834,1800 JEFFERSON PARK AVE 708,137900,0
1966,486,1800 JEFFERSON PARK AVE 709,117200,0
1966,542,1800 JEFFERSON PARK AVE 710,144200,0
1966,830,1800 JEFFERSON PARK AVE 711,193100,0
1966,813,1800 JEFFERSON PARK AVE 712,173600,0
1966,813,1800 JEFFERSON PARK AVE 801,179000,0
1966,1012,1800 JEFFERSON PARK AVE 802,219600,0
1966,407,1800 JEFFERSON PARK AVE 803,101800,0
1966,403,1800 JEFFERSON PARK AVE 204,114400,0
1966,407,1800 JEFFERSON PARK AVE 804,127400,0
1966,1012,1800 JEFFERSON PARK AVE 805,219400,0
1966,821,1800 JEFFERSON PARK AVE 806,209700,0
1966,813,1800 JEFFERSON PARK AVE 807,178900,0
1966,834,1800 JEFFERSON PARK AVE 808,212300,0
1966,486,1800 JEFFERSON PARK AVE 809,146700,0
1966,542,1800 JEFFERSON PARK AVE 810,146800,0
1966,830,1800 JEFFERSON PARK AVE 811,178900,0
1966,813,1800 JEFFERSON PARK AVE 812,179000,0
1966,813,1800 JEFFERSON PARK AVE 901,180700,0
1966,826,1800 JEFFERSON PARK AVE 205,168400,0
1966,1012,1800 JEFFERSON PARK AVE 902,193100,0
1966,407,1800 JEFFERSON PARK AVE 903,130600,0
1966,407,1800 JEFFERSON PARK AVE 904,101800,0
1966,1012,1800 JEFFERSON PARK AVE 905,190900,0
1966,813,1800 JEFFERSON PARK AVE 906,180600,0
1966,821,1800 JEFFERSON PARK AVE 907,156400,0
1966,830,1800 JEFFERSON PARK AVE 908,211400,0
1966,486,1800 JEFFERSON PARK AVE 909,147500,0
1966,542,1800 JEFFERSON PARK AVE 910,152400,0
1966,830,1800 JEFFERSON PARK AVE 911,182700,0
1966,812,1800 JEFFERSON PARK AVE 912,214300,0
1966,1553,1800 JEFFERSON PARK AVE 1001,455500,0
1966,309,1800 JEFFERSON PARK AVE 1002,132100,0
NA,0,1800 JEFFERSON PARK AVE 1004,44200,0
NA,NA,1800 JEFFERSON PARK AVE 1004,44200,0
1966,1553,1800 JEFFERSON PARK AVE 1006,442500,0
1966,1245,1800 JEFFERSON PARK AVE 1007,404600,0
1966,921,1800 JEFFERSON PARK AVE 1008,280000,0
1966,923,1800 JEFFERSON PARK AVE 1009,347500,0
1966,1252,1800 JEFFERSON PARK AVE 1010,340400,0
NA,NA,1800 JEFFERSON PARK AVE ,1400,0
1966,702,1800 JEFFERSON PARK AVE 73,152400,0
1966,786,1800 JEFFERSON PARK AVE 82,160700,0
1966,608,1800 JEFFERSON PARK AVE 83,136600,0
1966,536,1800 JEFFERSON PARK AVE 84,136600,0
1966,535,1800 JEFFERSON PARK AVE 85,127500,0
1966,523,1800 JEFFERSON PARK AVE 86,117200,0
1966,687,1800 JEFFERSON PARK AVE 87,152400,0
1966,702,1800 JEFFERSON PARK AVE 88,152400,0
1966,536,1800 JEFFERSON PARK AVE 89,136600,0
1966,608,1800 JEFFERSON PARK AVE 90,121700,0
1966,786,1800 JEFFERSON PARK AVE 91,160700,0
1966,687,1800 JEFFERSON PARK AVE 74,152400,0
1966,715,1800 JEFFERSON PARK AVE 92,160700,0
1966,536,1800 JEFFERSON PARK AVE 93,120800,0
1966,608,1800 JEFFERSON PARK AVE 94,136600,0
1966,786,1800 JEFFERSON PARK AVE 95,160700,0
1966,715,1800 JEFFERSON PARK AVE 96,160700,0
1966,523,1800 JEFFERSON PARK AVE 75,112200,0
1966,535,1800 JEFFERSON PARK AVE 76,112300,0
1966,715,1800 JEFFERSON PARK AVE 77,160700,0
1966,786,1800 JEFFERSON PARK AVE 78,160700,0
1966,608,1800 JEFFERSON PARK AVE 79,136600,0
1966,536,1800 JEFFERSON PARK AVE 80,136700,0
1966,715,1800 JEFFERSON PARK AVE 81,160700,0
NA,NA,1800 JEFFERSON PARK AVE ,1400,0
1966,527,1800 JEFFERSON PARK AVE 115,130500,0
1966,600,1800 JEFFERSON PARK AVE 124,136600,0
1966,676,1800 JEFFERSON PARK AVE 125,140600,0
1966,535,1800 JEFFERSON PARK AVE 126,99400,0
1966,535,1800 JEFFERSON PARK AVE 127,131500,0
1966,535,1800 JEFFERSON PARK AVE 128,135100,0
1966,527,1800 JEFFERSON PARK AVE 129,130600,0
1966,527,1800 JEFFERSON PARK AVE 130,105300,0
1966,535,1800 JEFFERSON PARK AVE 131,135100,0
1966,676,1800 JEFFERSON PARK AVE 132,140600,0
1966,600,1800 JEFFERSON PARK AVE 133,136600,0
1966,526,1800 JEFFERSON PARK AVE 116,131600,0
1966,936,1800 JEFFERSON PARK AVE 134,124400,0
1966,535,1800 JEFFERSON PARK AVE 135,135100,0
1966,676,1800 JEFFERSON PARK AVE 136,148300,0
1966,600,1800 JEFFERSON PARK AVE 137,138000,0
1966,527,1800 JEFFERSON PARK AVE 138,133100,0
1966,535,1800 JEFFERSON PARK AVE 117,131900,0
1966,535,1800 JEFFERSON PARK AVE 118,131900,0
1966,527,1800 JEFFERSON PARK AVE 119,135000,0
1966,600,1800 JEFFERSON PARK AVE 120,136600,0
1966,676,1800 JEFFERSON PARK AVE 121,140600,0
1966,535,1800 JEFFERSON PARK AVE 122,135100,0
1966,527,1800 JEFFERSON PARK AVE 123,135000,0
1925,2322,2401 FONTAINE AVE ,334500,18382.32
1997,3430,107 PIEDMONT AVE N ,388600,7230.96
1950,944,109 PIEDMONT AVE N ,364400,8015.04
1950,1889,109 PIEDMONT AVE N ,364400,8015.04
1941,1920,113 PIEDMONT AVE N ,326400,8015.04
1941,1489,117 PIEDMONT AVE N ,315300,8015.04
1939,1642,119 PIEDMONT AVE N ,287800,8015.04
1935,2098,123 PIEDMONT AVE N ,361300,9016.92
1937,1807,127 PIEDMONT AVE N ,327400,9016.92
1935,1496,131 PIEDMONT AVE N ,209900,4704.48
1985,1156,129 PIEDMONT AVE N ,218000,4791.6
1940,1538,133 PIEDMONT AVE N ,304800,9713.88
1958,1081,100 APPLE TREE RD ,237800,8494.2
1958,1867,113 APPLE TREE RD ,286600,10367.28
1958,1189,111 APPLE TREE RD ,294000,9191.16
1958,1114,109 APPLE TREE RD ,275900,9191.16
1957,2569,107 APPLE TREE RD ,322600,9191.16
1957,1092,105 APPLE TREE RD ,248300,9191.16
1958,1108,103 APPLE TREE RD ,254500,9191.16
1985,1164,126-A APPLE TREE RD ,218000,5357.88
1957,1383,2501 FONTAINE AVE ,236300,7710.12
1985,1164,126-B APPLE TREE RD ,218000,3615.48
NA,NA,122 APPLE TREE RD ,73600,9016.92
2014,3968,116-118 APPLE TREE RD ,465000,8015.04
NA,0,112 APPLE TREE RD ,77700,8015.04
NA,NA,112 APPLE TREE RD ,77700,8015.04
1958,2034,110 APPLE TREE RD ,324300,8015.04
1962,2058,106 APPLE TREE RD A&B,300400,8015.04
1959,1468,102 APPLE TREE RD ,299200,8015.04
1940,859,2320 STADIUM RD ,214600,7187.4
1940,1230,130 PIEDMONT AVE N ,245400,3920.4
1939,894,128 PIEDMONT AVE N ,243400,8624.88
1936,1370,2318 STADIUM RD ,316900,7492.32
1950,1343,2316 STADIUM RD ,272100,11543.4
1940,1618,2205 STADIUM RD ,350100,18948.6
1934,1979,2203 STADIUM RD ,381300,17031.96
1933,1775,2201 STADIUM RD ,418000,13895.64
1910,3768,209 MAURY AVE ,1033900,46260.72
2014,360,2307 PRICE AVE ,520300,10454.4
2014,2082,2307 PRICE AVE ,520300,10454.4
2017,2672,2305 PRICE AVE ,566300,10454.4
2015,1770,2303 PRICE AVE ,501600,10236.6
NA,NA, STADIUM RD ,70700,7405.2
NA,NA, STADIUM RD ,70700,7405.2
NA,NA, STADIUM RD ,73600,9147.6
1935,2177,2309 PRICE AVE ,388800,7230.96
1936,2993,2311 PRICE AVE ,421400,10759.32
1935,1886,2313 PRICE AVE ,324500,10759.32
2016,3584,2315 PRICE AVE A&B,545900,10585.08
1959,1571,2315 PRICE AVE A&B,545900,10585.08
2017,3584,2317 PRICE AVE A&B,545900,10585.08
1937,1697,2319 PRICE AVE ,284300,10759.32
1935,1718,2321 PRICE AVE ,287800,10759.32
1925,1907,2323 PRICE AVE ,259300,8973.36
2004,2128,124 PIEDMONT AVE N ,250000,5967.72
1939,1378,2322 PRICE AVE ,312800,13939.2
1925,2978,2320 PRICE AVE ,379800,10018.8
1925,1010,2318 PRICE AVE ,245800,10018.8
1925,2418,2316 PRICE AVE ,404700,10236.6
1954,932,2314 PRICE AVE ,261100,10018.8
1950,2121,2312 PRICE AVE ,364400,10149.48
1925,3672,2310 PRICE AVE ,331800,10149.48
2003,4216,2308 PRICE AVE ,356600,10193.04
NA,NA,0 PRICE AVE ,78200,10018.8
1955,960,2306 PRICE AVE ,245200,10018.8
1920,0,2302 PRICE AVE ,542000,7187.4
2016,3000,2302 PRICE AVE ,542000,7187.4
1980,2442,2300 PRICE AVE ,544500,8058.6
2017,2900,2300 PRICE AVE ,544500,8058.6
1990,2442,105 LEWIS ST ,310300,7187.4
1921,2002,2305 FONTAINE AVE ,274600,10236.6
1929,1470,2307 FONTAINE AVE ,345100,10236.6
1930,2332,2309 FONTAINE AVE ,196800,10236.6
1935,1011,2311 FONTAINE AVE ,230800,10236.6
1935,1630,2313 FONTAINE AVE ,266700,10236.6
1924,1176,2315 FONTAINE AVE ,231800,10236.6
1939,1589,2317 FONTAINE AVE ,345900,9844.56
1940,1488,2319 FONTAINE AVE ,251200,9844.56
1951,523,2321 FONTAINE AVE ,314300,9844.56
1952,1168,2321 FONTAINE AVE ,314300,9844.56
1941,1796,2323 FONTAINE AVE ,297400,11369.16
1950,4181,2318 FONTAINE AVE ,417500,10236.6
1925,3704,2322 FONTAINE AVE ,340200,10236.6
1925,1669,2324 FONTAINE AVE ,239900,10236.6
1965,1844,2400 FONTAINE AVE ,260700,10410.84
1961,1056,103 PIEDMONT AVE S ,223000,10062.36
1961,1066,105 PIEDMONT AVE S ,189500,9104.04
1961,1316,107 PIEDMONT AVE S ,220900,21126.6
1961,940,109 PIEDMONT AVE S ,211000,21300.84
1961,924,111 PIEDMONT AVE S ,221200,20560.32
1961,925,113 PIEDMONT AVE S ,231700,13329.36
1963,909,117 PIEDMONT AVE S ,223600,11238.48
2005,2400,115 PIEDMONT AVE S ,347400,11848.32
2008,2736,111 MONTPELIER ST ,359600,7492.32
1939,770,111 MONTPELIER ST ,359600,7492.32
NA,NA,0 MONTPELIER ST ,64700,7492.32
1930,1284,115 MONTPELIER ST ,223700,8755.56
NA,NA,0 MONTPELIER ST ,53100,9016.92
NA,NA,0 PIEDMONT AVE S ,50800,11456.28
1935,912,114 MONTPELIER ST ,286200,16160.76
1953,240,112 MONTPELIER ST ,114600,17641.8
1932,1431,110 MONTPELIER ST ,257100,11761.2
1925,1576,2316 FONTAINE AVE ,302700,8581.32
1925,775,2314 FONTAINE AVE ,126300,6011.28
2006,3168,108 MONTPELIER ST ,392700,6011.28
1934,1632,2312 FONTAINE AVE ,301400,10018.8
1935,487,2312 FONTAINE AVE ,301400,10018.8
2007,3020,2308  FONTAINE AVE A&B,272200,9801
1930,1190,2306 FONTAINE AVE ,512200,10236.6
2013,1456,2306 FONTAINE AVE ,512200,10236.6
2012,1740,2304 FONTAINE AVE ,497200,10236.6
1920,1853,2304 FONTAINE AVE ,497200,10236.6
1949,3124,2302 FONTAINE AVE ,494200,10236.6
1942,2940,2300 FONTAINE AVE ,466300,10236.6
NA,NA,107 LEWIS ST ,198800,27007.2
1973,908,2100 JEFFERSON PARK AVE 1,156900,0
1973,876,2100 JEFFERSON PARK AVE 10,156400,0
1973,876,2100 JEFFERSON PARK AVE 11,156400,0
1973,854,2100 JEFFERSON PARK AVE 12,156600,0
1978,928,2104 JEFFERSON PARK AVE A,157400,0
1978,916,2104 JEFFERSON PARK AVE B,156000,0
1978,916,2104 JEFFERSON PARK AVE C,156300,0
1978,916,2104 JEFFERSON PARK AVE D,156000,0
1978,916,2104 JEFFERSON PARK AVE E,156300,0
1978,928,2104 JEFFERSON PARK AVE F,157400,0
1978,888,2104 JEFFERSON PARK AVE G,156400,0
1973,894,2100 JEFFERSON PARK AVE 2,147700,0
1978,895,2104 JEFFERSON PARK AVE H,156300,0
1978,888,2104 JEFFERSON PARK AVE I,156400,0
1973,894,2100 JEFFERSON PARK AVE 3,156800,0
1973,894,2100 JEFFERSON PARK AVE 4,156800,0
1973,894,2100 JEFFERSON PARK AVE 5,162900,0
1973,894,2100 JEFFERSON PARK AVE 6,156800,0
1973,894,2100 JEFFERSON PARK AVE 7,156800,0
1973,920,2100 JEFFERSON PARK AVE 8,156500,0
1973,854,2100 JEFFERSON PARK AVE 9,156600,0
NA,NA,2100 JEFFERSON PARK AVE ,0,30099.96
NA,NA,102-106 CLARKE CT ,741800,28096.2
1955,1090,102-106 CLARKE CT ,741800,28096.2
1925,1403,129 OBSERVATORY AVE ,335200,4617.36
1920,1092,127 OBSERVATORY AVE ,226200,4660.92
1926,1479,125 OBSERVATORY AVE ,250100,4486.68
1925,1162,123 OBSERVATORY AVE ,223500,4356
1930,1052,119 OBSERVATORY AVE ,254500,4573.8
1930,986,116 OBSERVATORY AVE ,223400,10541.52
1925,2625,114 OBSERVATORY AVE ,441000,11848.32
1925,2466,109 OBSERVATORY AVE ,432100,9713.88
1925,1263,105 OBSERVATORY AVE ,239700,6229.08
1948,1556,104 OBSERVATORY AVE ,273400,10280.16
1944,2213,116 WASHINGTON AVE ,404000,11848.32
1930,1093,111 OBSERVATORY AVE ,264300,4486.68
1930,949,113 OBSERVATORY AVE ,221800,4486.68
1928,1772,124 OBSERVATORY AVE ,303600,4486.68
1925,1273,126 OBSERVATORY AVE ,284700,4486.68
1933,1664,128 OBSERVATORY AVE ,300900,6316.2
1929,2192,130 OBSERVATORY AVE ,373800,6534
1940,1522,2002 STADIUM RD ,303600,9888.12
1942,528,2000 STADIUM RD ,347000,12196.8
1942,1386,2000 STADIUM RD ,347000,12196.8
1939,1678,122 WASHINGTON AVE ,275000,7579.44
1942,1334,120 WASHINGTON AVE ,142000,5183.64
1937,1354,118 WASHINGTON AVE ,292100,5357.88
0,728,0 SUMMIT ST ,55900,14941.08
1946,691,128 SUMMIT ST ,147100,11107.8
2016,3234,126 SUMMIT ST A&B,542000,11456.28
2016,3234,124 SUMMIT ST A&B,536800,11891.88
1949,1453,122 SUMMIT ST ,205700,10672.2
2009,4958,120 SUMMIT ST A&B,342900,10802.88
1946,1171,118 SUMMIT ST ,219700,6185.52
1947,1211,116 SUMMIT ST ,185000,6664.68
1948,1358,112 SUMMIT ST ,236600,14592.6
1955,1057,2420 FONTAINE AVE ,16261100,54362.88
NA,NA,2420 FONTAINE AVE ,16261100,54362.88
1980,2496,101 SUMMIT ST ,272400,7187.4
1980,2472,2508 FONTAINE AVE ,238000,7535.88
1945,2269,103 SUMMIT ST ,299700,11238.48
NA,0,2511 PLATEAU RD ,532700,11282.04
2013,4032,2511 PLATEAU RD ,532700,11282.04
2013,4032,2511 PLATEAU RD ,532700,11282.04
1972,2086,2512 FONTAINE AVE ,248900,8624.88
1972,2092,2514 FONTAINE AVE ,248900,8581.32
1972,2068,100 WESTERLY AVE ,248900,8058.6
1947,1270,104 WESTERLY AVE ,227900,7492.32
1953,723,106 WESTERLY AVE ,159300,5140.08
1953,1009,2517 PLATEAU RD ,182500,7623
1947,2305,2515 PLATEAU RD ,272800,7492.32
2006,2844,2513 PLATEAU RD ,285200,7492.32
2013,3968,2509 PLATEAU RD A&B,563500,7492.32
1949,3147,2507 PLATEAU RD ,291800,11238.48
1947,997,2505 PLATEAU RD ,213600,7492.32
1949,3650,107 SUMMIT ST ,436100,11586.96
1978,2184,2516 PLATEAU RD ,262900,7361.64
1950,1724,2514 PLATEAU RD ,276800,7492.32
1978,2184,2512 PLATEAU RD ,262900,7492.32
1950,391,2508 PLATEAU RD ,281100,14897.52
1947,1005,2508 PLATEAU RD ,281100,14897.52
1956,808,2506 PLATEAU RD ,164500,7492.32
1958,1066,2504 PLATEAU RD ,200200,7492.32
1948,1598,2502 PLATEAU RD ,298200,7492.32
1949,1687,2500 PLATEAU RD ,292300,7361.64
1980,1232,113 SUMMIT ST ,152200,3484.8
1980,1232,115 SUMMIT ST ,152200,3876.84
1950,1068,123 SUMMIT ST ,218000,8015.04
1947,912,2503 WESTERLY AVE ,190200,7492.32
1947,1145,2505 WESTERLY AVE ,187900,7492.32
1947,911,2507 WESTERLY AVE ,180900,7492.32
1947,1421,2509 WESTERLY AVE ,230500,7492.32
1947,1780,2511 WESTERLY AVE ,183400,7492.32
1947,915,2513 WESTERLY AVE ,181600,7492.32
1947,1458,2515 WESTERLY AVE ,231800,7492.32
1947,1145,2517 WESTERLY AVE ,188900,7492.32
1959,920,122 WESTERLY AVE ,189300,9888.12
1991,2684,101 WESTERLY AVE ,364300,13764.96
1991,2684,103 WESTERLY AVE ,364300,11586.96
1991,2684,105 WESTERLY AVE ,364300,16465.68
1965,1670,113 WESTERLY AVE ,231400,17293.32
1965,1838,115 WESTERLY AVE ,253200,18687.24
1940,896,117 WESTERLY AVE ,200600,24829.2
1949,739,123 WESTERLY AVE ,177700,33149.16
1989,1388,121 WESTERLY AVE ,294600,7230.96
1989,1388,125 WESTERLY AVE ,294500,7405.2
1991,1388,100 MORRIS PAUL CT ,300400,23086.8
1991,1388,102 MORRIS PAUL CT ,300400,53143.2
1990,1388,104 MORRIS PAUL CT ,300400,71874
1990,1388,103 MORRIS PAUL CT ,300400,27007.2
1990,1388,101 MORRIS PAUL CT ,300400,15681.6
1947,1020,2518 WESTERLY AVE ,229600,21039.48
1947,925,2516 WESTERLY AVE ,174100,19645.56
1947,1394,2514 WESTERLY AVE ,203500,18208.08
1947,1031,2512 WESTERLY AVE ,165500,16814.16
1947,2004,2510 WESTERLY AVE ,242600,15333.12
1947,931,2508 WESTERLY AVE ,200900,13895.64
NA,NA,0 WESTERLY AVE ,11800,12414.6
1947,936,2504 WESTERLY AVE ,177900,10890
1947,919,2502 WESTERLY AVE ,170400,9583.2
1947,916,2500 WESTERLY AVE ,163500,11151.36
1925,2318,2205-07 JEFFERSON PARK AVE ,486100,62421.48
1940,925,2205-07 JEFFERSON PARK AVE ,486100,62421.48
1915,2854,2209 JEFFERSON PARK AVE ,414500,11020.68
1969,1573,105 STRIBLING AVE ,265700,7927.92
1967,1575,109 STRIBLING AVE ,265800,8232.84
1953,857,111 STRIBLING AVE ,215800,13329.36
1953,1049,113 STRIBLING AVE ,264900,13503.6
1953,1339,115 STRIBLING AVE ,213500,13155.12
1915,3072,123 STRIBLING AVE ,318400,22259.16
1956,1699,127 STRIBLING AVE ,291100,13503.6
1969,2673,125 STRIBLING AVE ,328600,34804.44
1962,1123,121 STRIBLING AVE ,282400,17641.8
1963,1032,119 STRIBLING AVE ,233600,18295.2
1912,2372,133 STRIBLING AVE ,426400,43211.52
1963,1097,135 STRIBLING AVE ,296300,19732.68
1925,1590,139 STRIBLING AVE ,348900,18861.48
1941,1617,141 STRIBLING AVE ,305700,10236.6
1936,400,143 STRIBLING AVE ,352300,20473.2
1936,1536,143 STRIBLING AVE ,352300,20473.2
1936,1266,147 STRIBLING AVE ,280400,28270.44
1962,1024,142 STRIBLING AVE ,293000,10890
1961,1012,140 STRIBLING AVE ,270800,8624.88
1961,997,2414 SUNSET RD ,260300,9888.12
1962,1068,2416 SUNSET RD ,297800,10672.2
1967,1575,2418 SUNSET RD A&B,288700,11456.28
1967,1575,2420 SUNSET RD ,288700,12153.24
1961,1021,2422 SUNSET RD ,272500,12414.6
1961,1067,2424 SUNSET RD ,274300,6185.52
1962,1559,2426 SUNSET RD ,293700,11499.84
1964,1111,2428 SUNSET RD ,294700,10236.6
1962,1071,2430 SUNSET RD ,322800,11151.36
1962,1053,2432 SUNSET RD ,298900,8799.12
1960,993,138 STRIBLING AVE ,275300,7840.8
1963,1107,2427 SUNSET RD ,282100,11369.16
1961,1233,2425 SUNSET RD ,313200,11238.48
1964,1100,2423 SUNSET RD ,283000,9191.16
1963,1122,2421 SUNSET RD ,315100,8537.76
1961,971,2419 SUNSET RD ,255300,8624.88
1961,1068,2417 SUNSET RD ,278300,9408.96
1961,1154,2415 SUNSET RD ,288400,9713.88
1961,1063,2413 SUNSET RD ,282500,9888.12
1961,1063,2411 SUNSET RD ,293600,10541.52
1961,1061,2409 SUNSET RD ,281400,11630.52
1960,1185,134 STRIBLING AVE ,267100,7274.52
1961,1064,2407 SUNSET RD ,310400,10890
1961,1025,2405 SUNSET RD ,283900,6838.92
1967,1964,132 STRIBLING AVE ,288200,8712
1961,1094,2404 SUNSET RD ,279700,8058.6
1961,968,2406 SUNSET RD ,224200,8058.6
1960,991,2408 SUNSET RD ,305800,8058.6
1961,971,2410 SUNSET RD ,282800,8363.52
1964,1162,2412 SUNSET RD ,302700,9060.48
1953,698,209 SUNSET AVE ,208100,7100.28
1914,2980,130 STRIBLING AVE ,499900,72614.52
1955,968,207 SUNSET AVE ,280400,17859.6
1954,878,205 SUNSET AVE ,252700,21257.28
1981,1166,128 STRIBLING AVE ,305600,28618.92
1920,1540,124 STRIBLING AVE ,370600,11630.52
1957,1363,126 STRIBLING AVE ,245000,8712
1920,1916,120 STRIBLING AVE ,243700,19602
1943,1626,116 STRIBLING AVE ,311100,8755.56
1959,1929,112 STRIBLING AVE ,324300,11151.36
1900,2483,2303 JEFFERSON PARK AVE ,509200,15463.8
1956,1118,110 STRIBLING AVE ,303700,13808.52
1950,658,2307 JEFFERSON PARK AVE ,513300,14810.4
1919,2012,2307 JEFFERSON PARK AVE ,513300,14810.4
1920,2023,2309 JEFFERSON PARK AVE ,523800,19732.68
1920,1907,2401 JEFFERSON PARK AVE ,556100,32800.68
